"","gender","ethnicity","birth","grade","star","read","math","lunch","school","degree","ladder","experience","tethnicity","system","schoolid","id","read_lag","math_lag","q30_read","q30_math","bottom30","star_sel"
"6234","male","afam",1979 Q4,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122552",NA,NA,419,459,NA,NA
"6235","male","afam",1979 Q4,"2nd","small",538,574,"free","inner-city","master","level1",12,"afam","11","15","122552",NA,NA,485,507,NA,NA
"6236","male","afam",1979 Q4,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122552",538,574,557,557,TRUE,TRUE
"6237","male","cauc",NA,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122578",NA,NA,NA,NA,NA,NA
"6238","male","cauc",NA,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122578",NA,NA,419,459,NA,NA
"6239","male","cauc",NA,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122578",NA,NA,485,507,NA,NA
"6240","male","cauc",NA,"3rd","regular+aide",NA,NA,"free","rural","bachelor","level1",17,"cauc","14","38","122578",NA,NA,557,557,NA,TRUE
"6241","female","cauc",1979 Q4,"kindergarten","small",522,547,"non-free","rural","bachelor","level1",11,"cauc","8","11","122582",NA,NA,NA,NA,NA,NA
"6242","female","cauc",1979 Q4,"1st","small",564,549,"non-free","rural","bachelor","level1",31,"cauc","8","11","122582",522,547,419,459,FALSE,FALSE
"6243","female","cauc",1979 Q4,"2nd","small",631,632,"non-free","rural","bachelor","level1",14,"cauc","8","11","122582",564,549,485,507,FALSE,FALSE
"6244","female","cauc",1979 Q4,"3rd","small",657,642,"non-free","rural","bachelor","level1",14,"cauc","8","11","122582",631,632,557,557,FALSE,FALSE
"6245","male","cauc",1980 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122608",NA,NA,NA,NA,NA,NA
"6246","male","cauc",1980 Q1,"1st","regular+aide",527,553,"non-free","rural","bachelor","level1",13,"cauc","6","8","122608",NA,NA,419,459,NA,TRUE
"6247","male","cauc",1980 Q1,"2nd","regular+aide",650,626,"free","rural","master","level1",16,"cauc","6","8","122608",527,553,485,507,FALSE,TRUE
"6248","male","cauc",1980 Q1,"3rd","regular+aide",616,648,"free","rural","bachelor","level1",10,"cauc","6","8","122608",650,626,557,557,FALSE,TRUE
"6249","male","cauc",1980 Q3,"kindergarten","regular+aide",455,463,"non-free","rural","master","level1",20,"cauc","3","3","122617",NA,NA,NA,NA,NA,TRUE
"6250","male","cauc",1980 Q3,"1st","regular",533,538,"non-free","rural","bachelor","level1",23,"cauc","3","3","122617",455,463,419,459,FALSE,TRUE
"6251","male","cauc",1980 Q3,"2nd","regular",549,556,"non-free","rural","bachelor","notladder",23,"cauc","3","3","122617",533,538,485,507,FALSE,TRUE
"6252","male","cauc",1980 Q3,"3rd","regular",610,604,"non-free","rural","bachelor","level1",21,"cauc","3","3","122617",549,556,557,557,TRUE,TRUE
"6253","male","afam",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122633",NA,NA,NA,NA,NA,NA
"6254","male","afam",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122633",NA,NA,419,459,NA,NA
"6255","male","afam",1980 Q3,"2nd","regular",573,587,"free","inner-city","master","probation",24,"afam","11","27","122633",NA,NA,485,507,NA,TRUE
"6256","male","afam",1980 Q3,"3rd","regular+aide",543,561,"free","inner-city","bachelor","level1",25,"afam","11","27","122633",573,587,557,557,FALSE,TRUE
"6257","female","cauc",1980 Q1,"kindergarten","regular",433,489,"non-free","rural","bachelor","level1",4,"cauc","15","39","122656",NA,NA,NA,NA,NA,TRUE
"6258","female","cauc",1980 Q1,"1st","regular",524,567,"free","rural","bachelor","level1",12,"cauc","15","39","122656",433,489,419,459,FALSE,TRUE
"6259","female","cauc",1980 Q1,"2nd","regular",618,626,"free","rural","master","apprentice",1,"cauc","15","39","122656",524,567,485,507,FALSE,TRUE
"6260","female","cauc",1980 Q1,"3rd","regular",633,651,"free","rural","master","level1",18,"cauc","15","39","122656",618,626,557,557,FALSE,TRUE
"6261","male","cauc",1980 Q3,"kindergarten","small",405,434,"non-free","rural","bachelor","level1",15,"cauc","23","55","122666",NA,NA,NA,NA,NA,NA
"6262","male","cauc",1980 Q3,"1st","small",463,481,"non-free","rural","master","level1",11,"cauc","23","55","122666",405,434,419,459,TRUE,TRUE
"6263","male","cauc",1980 Q3,"2nd","small",514,477,"non-free","rural","master","level1",14,"cauc","23","55","122666",463,481,485,507,TRUE,TRUE
"6264","male","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122666",514,477,557,557,TRUE,TRUE
"6265","female","afam",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12267",NA,NA,NA,NA,NA,NA
"6266","female","afam",1980 Q3,"1st","regular+aide",463,505,"free","suburban","bachelor","apprentice",2,"afam","18","44","12267",NA,NA,419,459,NA,TRUE
"6267","female","afam",1980 Q3,"2nd","regular+aide",514,495,"free","suburban","bachelor","notladder",7,"cauc","18","44","12267",463,505,485,507,TRUE,TRUE
"6268","female","afam",1980 Q3,"3rd","regular+aide",564,552,NA,"suburban","bachelor","level3",17,"afam","18","44","12267",514,495,557,557,TRUE,TRUE
"6269","male","afam",1979 Q4,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122679",NA,NA,NA,NA,NA,NA
"6270","male","afam",1979 Q4,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122679",NA,NA,419,459,NA,NA
"6271","male","afam",1979 Q4,"2nd","regular+aide",NA,NA,"free","suburban","bachelor","level1",10,"afam","11","21","122679",NA,NA,485,507,NA,TRUE
"6272","male","afam",1979 Q4,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122679",NA,NA,557,557,NA,NA
"6273","male","afam",1979 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122699",NA,NA,NA,NA,NA,NA
"6274","male","afam",1979 Q3,"1st","regular",433,468,"free","inner-city","master","probation",5,"cauc","11","29","122699",NA,NA,419,459,NA,TRUE
"6275","male","afam",1979 Q3,"2nd","regular",484,512,"free","inner-city","bachelor","notladder",40,"afam","11","29","122699",433,468,485,507,TRUE,TRUE
"6276","male","afam",1979 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122699",484,512,557,557,TRUE,TRUE
"6277","female","afam",1980 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122721",NA,NA,NA,NA,NA,NA
"6278","female","afam",1980 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122721",NA,NA,419,459,NA,NA
"6279","female","afam",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122721",NA,NA,485,507,NA,NA
"6280","female","afam",1980 Q1,"3rd","small",599,567,"free","suburban","bachelor","level1",13,"afam","11","20","122721",NA,NA,557,557,NA,NA
"6281","female","cauc",1979 Q4,"kindergarten","small",448,494,"free","rural","bachelor",NA,12,"cauc","12","34","122728",NA,NA,NA,NA,NA,NA
"6282","female","cauc",1979 Q4,"1st","small",488,549,"non-free","rural","master","apprentice",2,"cauc","12","34","122728",448,494,419,459,FALSE,FALSE
"6283","female","cauc",1979 Q4,"2nd","small",614,590,"non-free","rural","master","level1",15,"cauc","12","34","122728",488,549,485,507,FALSE,FALSE
"6284","female","cauc",1979 Q4,"3rd","small",657,636,"non-free","rural","bachelor","level1",14,"cauc","12","34","122728",614,590,557,557,FALSE,FALSE
"6285","female","afam",1980 Q1,"kindergarten","regular",453,473,"free","inner-city","master","level1",7,"cauc","11","28","122751",NA,NA,NA,NA,NA,TRUE
"6286","female","afam",1980 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122751",453,473,419,459,FALSE,NA
"6287","female","afam",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122751",NA,NA,485,507,NA,NA
"6288","female","afam",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122751",NA,NA,557,557,NA,NA
"6289","female","cauc",1980 Q3,"kindergarten","small",440,468,"non-free","suburban","master","probation",8,"cauc","17","41","122762",NA,NA,NA,NA,NA,NA
"6290","female","cauc",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122762",440,468,419,459,FALSE,NA
"6291","female","cauc",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122762",NA,NA,485,507,NA,NA
"6292","female","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122762",NA,NA,557,557,NA,NA
"6293","male","cauc",1980 Q1,"kindergarten","regular",439,478,"non-free","rural","bachelor","level1",10,"cauc","35","70","122783",NA,NA,NA,NA,NA,TRUE
"6294","male","cauc",1980 Q1,"1st","regular+aide",NA,NA,NA,"rural","bachelor","level3",17,"cauc","35","70","122783",439,478,419,459,FALSE,TRUE
"6295","male","cauc",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122783",NA,NA,485,507,NA,NA
"6296","male","cauc",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122783",NA,NA,557,557,NA,NA
"6297","male","cauc",1979 Q4,"kindergarten","small",425,468,"non-free","rural","bachelor","level1",10,"cauc","32","66","122790",NA,NA,NA,NA,NA,NA
"6298","male","cauc",1979 Q4,"1st","small",544,545,"non-free","rural","bachelor","level1",8,"cauc","32","66","122790",425,468,419,459,FALSE,FALSE
"6299","male","cauc",1979 Q4,"2nd","small",575,615,"non-free","rural","bachelor","level1",7,"cauc","32","66","122790",544,545,485,507,FALSE,FALSE
"6300","male","cauc",1979 Q4,"3rd","small",633,629,"non-free","rural","bachelor","level1",5,"cauc","32","66","122790",575,615,557,557,FALSE,FALSE
"6301","male","afam",1979 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122816",NA,NA,NA,NA,NA,NA
"6302","male","afam",1979 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122816",NA,NA,419,459,NA,NA
"6303","male","afam",1979 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122816",NA,NA,485,507,NA,NA
"6304","male","afam",1979 Q1,"3rd","regular+aide",614,565,"non-free","suburban",NA,NA,NA,NA,"11","24","122816",NA,NA,557,557,NA,TRUE
"6305","male","cauc",1980 Q3,"kindergarten","small",453,513,"non-free","suburban","bachelor","probation",0,"cauc","18","43","12282",NA,NA,NA,NA,NA,NA
"6306","male","cauc",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12282",453,513,419,459,FALSE,NA
"6307","male","cauc",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12282",NA,NA,485,507,NA,NA
"6308","male","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12282",NA,NA,557,557,NA,NA
"6309","female","cauc",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122827",NA,NA,NA,NA,NA,NA
"6310","female","cauc",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122827",NA,NA,419,459,NA,NA
"6311","female","cauc",1980 Q3,"2nd","regular",596,596,"non-free","suburban","master","level1",31,"cauc","22","51","122827",NA,NA,485,507,NA,TRUE
"6312","female","cauc",1980 Q3,"3rd","small",644,663,"non-free","suburban","bachelor","level1",15,"cauc","22","51","122827",596,596,557,557,FALSE,FALSE
"6313","female","afam",1979 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122849",NA,NA,NA,NA,NA,NA
"6314","female","afam",1979 Q1,"1st","regular+aide",501,520,"free","urban","master","level1",12,"cauc","26","59","122849",NA,NA,419,459,NA,TRUE
"6315","female","afam",1979 Q1,"2nd","regular+aide",521,543,"free","urban","master","level1",13,"cauc","26","59","122849",501,520,485,507,FALSE,TRUE
"6316","female","afam",1979 Q1,"3rd","regular+aide",545,594,"free","urban","master","level1",7,"cauc","26","59","122849",521,543,557,557,TRUE,TRUE
"6317","male","cauc",1980 Q1,"kindergarten","regular+aide",NA,484,"non-free","suburban","bachelor","apprentice",3,"cauc","18","42","122864",NA,NA,NA,NA,NA,TRUE
"6318","male","cauc",1980 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122864",NA,484,419,459,NA,NA
"6319","male","cauc",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122864",NA,NA,485,507,NA,NA
"6320","male","cauc",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122864",NA,NA,557,557,NA,NA
"6321","female","cauc",1980 Q2,"kindergarten","regular",455,547,"free","rural","master","level1",6,"cauc","10","13","122878",NA,NA,NA,NA,NA,TRUE
"6322","female","cauc",1980 Q2,"1st","regular+aide",536,572,"free","rural","bachelor","level1",11,"cauc","10","13","122878",455,547,419,459,FALSE,TRUE
"6323","female","cauc",1980 Q2,"2nd","regular+aide",599,587,"free","rural","master","level1",15,"cauc","10","13","122878",536,572,485,507,FALSE,TRUE
"6324","female","cauc",1980 Q2,"3rd","regular+aide",612,626,NA,"rural","master","level1",5,"cauc","10","13","122878",599,587,557,557,FALSE,TRUE
"6325","male","afam",1980 Q4,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122888",NA,NA,NA,NA,NA,NA
"6326","male","afam",1980 Q4,"1st","regular+aide",431,458,"free","inner-city","master","level1",7,"cauc","11","33","122888",NA,NA,419,459,NA,TRUE
"6327","male","afam",1980 Q4,"2nd","regular",NA,NA,"free","inner-city","bachelor","probation",2,"cauc","11","14","122888",431,458,485,507,TRUE,TRUE
"6328","male","afam",1980 Q4,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122888",NA,NA,557,557,NA,NA
"6329","female","cauc",1979 Q4,"kindergarten","regular+aide",442,454,"non-free","rural","bachelor","level2",27,"cauc","35","70","122902",NA,NA,NA,NA,NA,TRUE
"6330","female","cauc",1979 Q4,"1st","regular+aide",NA,529,NA,"rural","bachelor","level3",17,"cauc","35","70","122902",442,454,419,459,TRUE,TRUE
"6331","female","cauc",1979 Q4,"2nd","regular+aide",NA,NA,"non-free","rural","master","level1",26,"cauc","35","70","122902",NA,529,485,507,NA,TRUE
"6332","female","cauc",1979 Q4,"3rd","regular+aide",NA,612,"non-free","rural","bachelor","level1",14,"cauc","35","70","122902",NA,NA,557,557,NA,TRUE
"6333","male","cauc",1980 Q3,"kindergarten","regular",451,478,"non-free","suburban","bachelor","level1",11,"cauc","22","51","122921",NA,NA,NA,NA,NA,TRUE
"6334","male","cauc",1980 Q3,"1st","regular+aide",540,532,"non-free","suburban","master","level1",20,"cauc","22","51","122921",451,478,419,459,FALSE,TRUE
"6335","male","cauc",1980 Q3,"2nd","regular+aide",568,582,"non-free","suburban","bachelor","level1",12,"cauc","22","51","122921",540,532,485,507,FALSE,TRUE
"6336","male","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122921",568,582,557,557,FALSE,NA
"6337","male","cauc",1980 Q2,"kindergarten","regular",448,489,"non-free","rural","bachelor","level1",8,"cauc","36","72","122940",NA,NA,NA,NA,NA,TRUE
"6338","male","cauc",1980 Q2,"1st","regular+aide",564,562,"non-free","rural","bachelor","level1",14,"afam","36","72","122940",448,489,419,459,FALSE,TRUE
"6339","male","cauc",1980 Q2,"2nd","regular+aide",650,699,"free","rural","master","level1",8,"cauc","36","72","122940",564,562,485,507,FALSE,TRUE
"6340","male","cauc",1980 Q2,"3rd","regular+aide",600,651,"free","rural","bachelor","level1",11,"cauc","36","72","122940",650,699,557,557,FALSE,TRUE
"6341","female","cauc",1980 Q1,"kindergarten","small",NA,500,"non-free","suburban","bachelor",NA,0,"cauc","18","42","122960",NA,NA,NA,NA,NA,NA
"6342","female","cauc",1980 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122960",NA,500,419,459,NA,NA
"6343","female","cauc",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122960",NA,NA,485,507,NA,NA
"6344","female","cauc",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122960",NA,NA,557,557,NA,NA
"6345","male","cauc",1979 Q4,"kindergarten","regular+aide",434,484,"non-free","rural","bachelor","level1",4,"cauc","29","62","122966",NA,NA,NA,NA,NA,TRUE
"6346","male","cauc",1979 Q4,"1st","regular+aide",505,520,"non-free","rural","master","level1",8,"cauc","29","62","122966",434,484,419,459,FALSE,TRUE
"6347","male","cauc",1979 Q4,"2nd","regular+aide",582,565,"non-free","rural","bachelor","level1",34,"cauc","29","62","122966",505,520,485,507,FALSE,TRUE
"6348","male","cauc",1979 Q4,"3rd","regular+aide",602,631,"non-free","rural","bachelor","level1",10,"cauc","29","62","122966",582,565,557,557,FALSE,TRUE
"6349","male","cauc",1980 Q3,"kindergarten","regular+aide",476,520,"non-free","suburban","bachelor","level1",18,"cauc","22","52","12298",NA,NA,NA,NA,NA,TRUE
"6350","male","cauc",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12298",476,520,419,459,FALSE,NA
"6351","male","cauc",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12298",NA,NA,485,507,NA,NA
"6352","male","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12298",NA,NA,557,557,NA,NA
"6353","female","cauc",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122985",NA,NA,NA,NA,NA,NA
"6354","female","cauc",1980 Q3,"1st","regular",460,490,"non-free","suburban","bachelor","level1",16,"cauc","11","17","122985",NA,NA,419,459,NA,TRUE
"6355","female","cauc",1980 Q3,"2nd","regular+aide",547,540,"free","suburban","bachelor","level1",12,"afam","11","17","122985",460,490,485,507,TRUE,TRUE
"6356","female","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122985",547,540,557,557,TRUE,TRUE
"6357","male","cauc",1979 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123003",NA,NA,NA,NA,NA,NA
"6358","male","cauc",1979 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123003",NA,NA,419,459,NA,NA
"6359","male","cauc",1979 Q3,"2nd","small",NA,NA,"free","rural","bachelor","level1",21,"cauc","12","35","123003",NA,NA,485,507,NA,NA
"6360","male","cauc",1979 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123003",NA,NA,557,557,NA,NA
"6361","female","cauc",1980 Q2,"kindergarten","regular+aide",456,528,"non-free","rural","master","level1",7,"cauc","30","63","123022",NA,NA,NA,NA,NA,TRUE
"6362","female","cauc",1980 Q2,"1st","regular",590,538,"non-free","rural","master","level1",42,"cauc","30","63","123022",456,528,419,459,FALSE,TRUE
"6363","female","cauc",1980 Q2,"2nd","regular",611,599,"non-free","rural","bachelor","probation",0,"cauc","30","63","123022",590,538,485,507,FALSE,TRUE
"6364","female","cauc",1980 Q2,"3rd","regular",657,601,"non-free","rural","bachelor","notladder",23,"cauc","30","63","123022",611,599,557,557,FALSE,TRUE
"6365","male","cauc",1978 Q4,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123030",NA,NA,NA,NA,NA,NA
"6366","male","cauc",1978 Q4,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123030",NA,NA,419,459,NA,NA
"6367","male","cauc",1978 Q4,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123030",NA,NA,485,507,NA,NA
"6368","male","cauc",1978 Q4,"3rd","regular+aide",NA,626,"free","rural","specialist","level2",16,"cauc","35","70","123030",NA,NA,557,557,NA,TRUE
"6369","male","afam",1980 Q3,"kindergarten","regular",424,459,"free","inner-city","bachelor","level1",5,"cauc","11","29","123050",NA,NA,NA,NA,NA,TRUE
"6370","male","afam",1980 Q3,"1st","regular+aide",499,542,"free","inner-city","bachelor","apprentice",1,"afam","11","29","123050",424,459,419,459,TRUE,TRUE
"6371","male","afam",1980 Q3,"2nd","regular+aide",526,540,"free","inner-city","master","level1",12,"cauc","11","29","123050",499,542,485,507,FALSE,TRUE
"6372","male","afam",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123050",526,540,557,557,TRUE,TRUE
"6373","female","cauc",1980 Q1,"kindergarten","regular",425,449,"non-free","suburban","bachelor","level1",15,"cauc","12","36","123072",NA,NA,NA,NA,NA,TRUE
"6374","female","cauc",1980 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123072",425,449,419,459,TRUE,TRUE
"6375","female","cauc",1980 Q1,"2nd","small",579,587,"non-free","suburban","master","level1",17,"cauc","12","36","123072",NA,NA,485,507,NA,NA
"6376","female","cauc",1980 Q1,"3rd","small",602,620,"non-free","suburban","master","level1",17,"cauc","12","36","123072",579,587,557,557,FALSE,FALSE
"6377","female","afam",1980 Q3,"kindergarten","regular+aide",425,528,"free","inner-city","bachelor","level1",11,"cauc","11","31","123082",NA,NA,NA,NA,NA,TRUE
"6378","female","afam",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123082",425,528,419,459,FALSE,NA
"6379","female","afam",1980 Q3,"2nd","regular",654,650,"free","inner-city","bachelor","notladder",32,"afam","11","31","123082",NA,NA,485,507,NA,TRUE
"6380","female","afam",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123082",654,650,557,557,FALSE,NA
"6381","male","afam",1980 Q3,"kindergarten","regular+aide",NA,NA,"free","inner-city","master","level1",10,"afam","11","28","123098",NA,NA,NA,NA,NA,TRUE
"6382","male","afam",1980 Q3,"1st","small",480,532,"non-free","inner-city","bachelor","level1",8,"cauc","11","28","123098",NA,NA,419,459,NA,NA
"6383","male","afam",1980 Q3,"2nd","small",NA,NA,"non-free","inner-city","master","level1",21,"afam","11","28","123098",480,532,485,507,TRUE,TRUE
"6384","male","afam",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123098",NA,NA,557,557,NA,NA
"6385","male","afam",1979 Q4,"kindergarten","regular+aide",437,494,"non-free","suburban","bachelor",NA,0,"cauc","18","44","12311",NA,NA,NA,NA,NA,TRUE
"6386","male","afam",1979 Q4,"1st","regular+aide",519,535,"non-free","suburban","bachelor","apprentice",2,"afam","18","44","12311",437,494,419,459,FALSE,TRUE
"6387","male","afam",1979 Q4,"2nd","regular",611,565,"free","suburban","bachelor","level1",3,"afam","18","44","12311",519,535,485,507,FALSE,TRUE
"6388","male","afam",1979 Q4,"3rd","regular",599,570,"non-free","suburban","master","notladder",14,"afam","18","44","12311",611,565,557,557,FALSE,TRUE
"6389","female","cauc",1980 Q1,"kindergarten","regular+aide",455,559,"non-free","suburban","bachelor","level1",16,"cauc","17","41","123119",NA,NA,NA,NA,NA,TRUE
"6390","female","cauc",1980 Q1,"1st","regular",629,557,"non-free","suburban","master","notladder",18,"cauc","17","41","123119",455,559,419,459,FALSE,TRUE
"6391","female","cauc",1980 Q1,"2nd","regular",659,648,"non-free","suburban","specialist","level1",15,"cauc","17","41","123119",629,557,485,507,FALSE,TRUE
"6392","female","cauc",1980 Q1,"3rd","regular",657,642,"non-free","suburban","master","level1",20,"cauc","17","41","123119",659,648,557,557,FALSE,TRUE
"6393","male","cauc",1980 Q1,"kindergarten","regular",470,506,"non-free","rural","bachelor","level1",20,"cauc","31","64","123136",NA,NA,NA,NA,NA,TRUE
"6394","male","cauc",1980 Q1,"1st","regular+aide",571,553,NA,"rural","bachelor","level1",28,"cauc","31","64","123136",470,506,419,459,FALSE,TRUE
"6395","male","cauc",1980 Q1,"2nd","regular+aide",618,648,"free","rural","master","level1",4,"cauc","31","64","123136",571,553,485,507,FALSE,TRUE
"6396","male","cauc",1980 Q1,"3rd","regular+aide",641,663,"free","rural","master","level1",16,"cauc","31","64","123136",618,648,557,557,FALSE,TRUE
"6397","male","afam",1980 Q2,"kindergarten","regular",430,434,"non-free","rural","bachelor",NA,4,"cauc","12","35","123150",NA,NA,NA,NA,NA,TRUE
"6398","male","afam",1980 Q2,"1st","small",544,507,"free","rural","master","level1",11,"cauc","12","35","123150",430,434,419,459,TRUE,TRUE
"6399","male","afam",1980 Q2,"2nd","small",539,543,"free","rural","master","level1",18,"cauc","12","35","123150",544,507,485,507,TRUE,TRUE
"6400","male","afam",1980 Q2,"3rd","small",610,626,"free","rural","master","level1",10,"cauc","12","35","123150",539,543,557,557,TRUE,TRUE
"6401","male","cauc",1980 Q2,"kindergarten","small",411,513,"free","rural","bachelor","level1",8,"cauc","21","49","123164",NA,NA,NA,NA,NA,NA
